"","sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note"
"144","Thr_5_Mm_2491ε",0.430789186024771,0.0263188735641807,0.234635488065453,11.6448370846608,2.95414468746768,5.23828737990689,5.27773427400901,0.0271301353186982,""
"145","As_1_Mm_2492ε",0.30377707578868,0.0377794451554459,0.357070061500719,5.46593634139376,1.9412077776746,5.46863186066596,5.44893839708065,0.0121110161791497,""
"146","As_5_Mm_2492ε",0.3174394128446,0.0248884062220963,0.453472575795432,5.43414769304083,1.52853164128857,5.78449323396709,5.76450739985843,0.00938500698073538,""
"147","Glu_1_Mm_2492ε",0.593260256051553,0.0128656307860201,0.434340794288801,8.7699539968474,1.59586018553684,8.91011992279364,8.93552944515229,0.0127507841206429,""
"148","Glu_5_Mm_2492ε",0.126016823974568,0.0210333850789905,0.645586223263272,2.49028187704698,1.07367096072197,2.65427774013642,2.65290699056092,0.00660151169737751,""
"149","Ser_1_Mm_2492ε",0.139434621583944,0.0355607351649158,0.316050714926961,3.39165645807957,2.19315175642027,2.72145111359921,2.71222079124196,0.0138936522694687,""
"150","Ser_5_Mm_2492ε",0.15547044488592,0.0286664690146461,0.333418474479094,4.45960376539596,2.07891053920411,2.91815347379881,2.91564493557164,0.00448358433704721,""
"151","Thr_1_Mm_2492ε",1700314.18808896,0.0433130535797227,0.0757801383327297,230.741526589422,9.14681862306092,2.90803064776613,2.93128582984771,0.0282479612608369,""
"152","Thr_5_Mm_2492ε",2280166.94797311,0.0413167643342734,0.0827512686163815,215.419611641929,8.37627255931554,3.08977194055663,3.12271488404118,0.0273659622573706,""
"153","As_1_Mm_2493ε",0.261073736951841,0.029275962303026,0.38019433392289,5.44221301013612,1.82313916519473,4.72109947056672,4.7108806709749,0.00845702529096176,""
"154","As_5_Mm_2493ε",0.335735346701835,0.00885576903363431,0.519905088554026,6.94073361398058,1.33321868898753,5.65518423719878,5.67498868083869,0.0152149214073062,""
"155","Glu_1_Mm_2493ε",0.591257779234046,0.00619460461579845,0.58227790477308,7.81077403932313,1.19040611858709,9.46445122683892,9.4945772941345,0.012536409403548,""
"156","Glu_5_Mm_2493ε",537152.072893686,0.0451961711770017,0.0651717021636911,249.967068564422,10.6357077926087,2.58512224670292,2.591831625,0.0149215375096178,""
"157","Ser_1_Mm_2493ε",0.553597097887577,0.0125678104422029,0.489013352914703,7.69372568754985,1.41744019141508,8.91075727024216,8.97311747276169,0.0305754851644389,""
"158","Ser_5_Mm_2493ε",0.741652027977555,0.0267393702938605,0.336954151886141,9.7521379023702,2.0570964229999,10.3835671530759,10.3999935920914,0.0160182184253182,""
"159","Thr_1_Mm_2493ε",0.440597378695094,0.0154941159648813,0.272520553886612,12.1527412396036,2.54346753180438,5.1553664306269,5.22047687831725,0.0241916594535158,""
"160","Thr_5_Mm_2493ε",0.357319115766977,0.0146039034818571,0.299615836959825,10.5321901361245,2.31345307909371,4.7258962798018,4.78961230099099,0.0281760342771238,""
"161","As_1_Csm_2490ε",0.358567829179252,0.0244558711498281,0.447791159303876,5.83889558836336,1.54792511231685,6.39687962616336,6.38113526303947,0.008275701757122,""
"162","As_5_Csm_2490ε",0.560750002522755,0.0282967852141196,0.393803834148835,7.45230640967581,1.76013314359447,9.11568473819701,9.11389183625268,0.0189990771273516,""
